customerID,Churn_Probability
7013-PSXHK,11.0
5669-SRAIP,71.0
5981-ITEMU,98.0
3486-NPGST,1.0
6941-PMGEP,77.0
1624-WOIWJ,97.0
2074-GKOWZ,82.0
0376-YMCJC,49.0
6100-FJZDG,2.0
4829-ZLJTK,0.0
1730-VFMWO,9.0
7143-BQIBA,12.0
3800-LYTRK,3.0
0634-SZPQA,91.0
9646-NMHXE,1.0
7030-NJVDP,4.0
5536-RTPWK,94.0
8883-GRDWQ,6.0
6166-ILMNY,74.0
3097-NNSPB,65.0
7771-ZONAT,1.0
0655-RBDUG,100.0
2111-DWYHN,28.000000000000004
4194-WHFCB,0.0
4121-AGSIN,3.0
4361-BKAXE,98.0
9845-PEEKO,3.0
0455-XFASS,74.0
0301-KOBTQ,1.0
1751-NCDLI,2.0
4367-NUYAO,3.0
9878-TNQGW,86.0
9170-ARBTB,2.0
4441-NIHPT,98.0
8999-BOHSE,98.0
7241-AJHFS,6.0
7029-RPUAV,93.0
4546-FOKWR,62.0
9036-CSKBW,11.0
5832-TRLPB,1.0
8590-YFFQO,0.0
8659-IOOPU,0.0
1338-CECEE,2.0
7439-DKZTW,93.0
4646-QZXTF,31.0
4607-CHPCA,79.0
9742-XOKTS,0.0
6921-OZMFH,52.0
9578-FOMUK,27.0
4712-UYOOI,12.0
8824-RWFXJ,56.00000000000001
7722-CVFXN,1.0
8717-VCTXJ,3.0
7363-QTBIW,73.0
4159-NAAIX,0.0
0971-QIFJK,0.0
9397-TZSHA,0.0
3391-JSQEW,4.0
0343-QLUZP,0.0
9763-PDTKK,73.0
2176-LVPNX,0.0
7627-JKIAZ,52.0
3312-UUMZW,43.0
1271-UODNO,2.0
8461-EFQYM,8.0
6900-RBKER,1.0
6891-JPYFF,1.0
1459-QNFQT,0.0
1047-NNCBF,23.0
3696-XRIEN,1.0
4081-DYXAV,44.0
0074-HDKDG,3.0
8791-GFXLZ,17.0
8111-SLLHI,98.0
0927-LCSMG,47.0
9330-DHBFL,3.0
0098-BOWSO,12.0
3452-ABWRL,9.0
5859-HZYLF,1.0
8257-RZAHR,22.0
5293-WXJAK,99.0
3156-QLHBO,8.0
2208-NQBCT,12.0
1779-PWPMG,0.0
6621-NRZAK,0.0
0831-JNISG,1.0
0774-IFUVM,18.0
3082-WQRVY,6.0
9553-DLCLU,1.0
1641-BYBTK,11.0
2460-NGXBJ,64.0
2446-ZKVAF,14.000000000000002
0841-NULXI,90.0
3522-CDKHF,26.0
1430-SFQSA,3.0
0411-EZJZE,59.0
7851-WZEKY,92.0
8844-TONUD,97.0
8807-ARQET,7.000000000000001
8992-CEUEN,31.0
4320-QMLLA,25.0
8777-PVYGU,1.0
8292-ITGYJ,3.0
6870-ZWMNX,0.0
0621-CXBKL,6.0
5268-DSMNQ,0.0
5334-JLAXU,52.0
4086-YQSNZ,84.0
6242-MBHPK,4.0
5868-CZJDR,52.0
9359-UGBTK,0.0
0135-NMXAP,98.0
4782-OSFXZ,0.0
6479-OAUSD,1.0
7129-ACFOG,31.0
4189-NAKJS,6.0
5562-BETPV,11.0
1282-IHQAC,1.0
9127-FHJBZ,0.0
6270-OMFIW,98.0
1641-RQDAY,4.0
0107-WESLM,48.0
6994-ORCWG,6.0
1346-UFHAX,33.0
3992-YWPKO,84.0
2933-XEUJM,0.0
0125-LZQXK,98.0
5461-QKNTN,1.0
4835-YSJMR,1.0
8399-YNDCH,86.0
3164-YAXFY,1.0
0887-WBJVH,65.0
4660-IRIBM,12.0
5673-FSSMF,79.0
7670-ZBPOQ,2.0
8089-UZWLX,0.0
0080-OROZO,1.0
3916-NRPAP,61.0
6807-SIWJI,1.0
8221-HVAYI,1.0
1579-KLYDT,76.0
5232-NXPAY,0.0
8967-SZQAS,8.0
4468-KAZHE,78.0
0455-ENTCR,1.0
8944-AILEF,10.0
5542-NKVRU,2.0
7126-RBHSD,44.0
5370-IIVVL,1.0
6789-HJBWG,21.0
3927-NLNRY,97.0
9087-EYCPR,1.0
6791-YBNAK,17.0
6358-LYNGM,81.0
6077-BDPXA,71.0
0013-MHZWF,20.0
5494-HECPR,94.0
8268-YDIXR,0.0
9824-BEMCV,56.00000000000001
1373-ORVIZ,46.0
4291-SHSBH,53.0
6980-IMXXE,0.0
9866-QEVEE,57.99999999999999
9897-KXHCM,54.0
0040-HALCW,4.0
0784-GTUUK,2.0
7979-CORPM,98.0
2294-DMMUS,2.0
0872-JCPIB,15.0
3055-MJDSB,53.0
9091-WTUUY,0.0
1618-CFHME,77.0
3165-HDOEW,77.0
6581-NQCBA,96.0
7115-IRDHS,0.0
8496-DMZUK,43.0
2040-VZIKE,1.0
9068-VPWQQ,0.0
0178-SZBHO,2.0
0384-RVBPI,4.0
1689-MRZQR,60.0
1299-AURJA,0.0
4525-VZCZG,1.0
1543-LLLFT,0.0
5835-BEQEU,83.0
2788-CJQAQ,2.0
5565-FILXA,61.0
0319-QZTCO,41.0
2120-SMPEX,3.0
0096-FCPUF,1.0
0668-OGMHD,25.0
5552-ZNFSJ,68.0
2223-KAGMX,20.0
6507-ZJSUR,8.0
9408-HRXRK,1.0
5593-SUAOO,5.0
7321-PKUYW,63.0
2833-SLKDQ,63.0
6766-HFKLA,0.0
7595-EUIVN,74.0
7617-EYGLW,20.0
2026-TGDHM,74.0
9220-ZNKJI,1.0
4030-VPZBD,81.0
2226-ICFDO,1.0
0723-VSOBE,8.0
5529-GIBVH,1.0
4187-CINZD,98.0
9992-UJOEL,52.0
4741-WWJQZ,66.0
6625-UTXEW,23.0
6818-WOBHJ,93.0
6244-BESBM,20.0
1004-NOZNR,1.0
1251-STYSZ,44.0
2612-PHGOX,0.0
2408-TZMJL,99.0
8480-PPONV,0.0
8780-IHCRN,0.0
4598-ZADCK,1.0
1257-SXUXQ,19.0
9681-KYGYB,1.0
7182-OVLBJ,0.0
5095-ETBRJ,1.0
7005-CYUIL,0.0
4821-WQOYN,0.0
4730-AWNAU,1.0
3452-FLHYD,4.0
2388-LAESQ,0.0
9531-NSBMR,4.0
6260-ONULR,52.0
4389-UEFCZ,0.0
8711-LOBKY,3.0
9134-CEQMF,99.0
8985-OOPOS,28.000000000000004
8800-ZKRFW,2.0
2616-FLVQC,1.0
9968-FFVVH,0.0
3108-PCCGG,0.0
7993-PYKOF,55.00000000000001
8390-FESFV,0.0
3022-BEXHZ,0.0
5027-XWQHA,49.0
6248-TKCQV,0.0
6729-GDNGC,25.0
6198-ZFIOJ,76.0
5989-OMNJE,2.0
4566-QVRRW,47.0
1291-CUOCY,0.0
9795-SHUHB,45.0
3230-IUALN,0.0
0042-RLHYP,0.0
8519-IMDHU,75.0
4945-RVMTE,4.0
0201-OAMXR,96.0
1866-NXPSP,1.0
3372-KWFBM,73.0
7831-QGOXH,72.0
6393-WRYZE,98.0
3941-XTSKM,2.0
1661-CZBAU,2.0
6599-RCLCJ,86.0
9831-BPFRI,61.0
5158-RIVOP,1.0
9788-YTFGE,22.0
9277-JOOMO,25.0
1907-YLNYW,13.0
1725-MIMXW,45.0
8947-YRTDV,0.0
3161-ONRWK,0.0
0114-RSRRW,37.0
4565-NLZBV,0.0
0031-PVLZI,24.0
7206-GZCDC,93.0
6682-VCIXC,1.0
4791-QRGMF,95.0
6475-VHUIZ,10.0
3910-MRQOY,0.0
0661-WCQNQ,6.0
7537-RBWEA,57.99999999999999
4656-CAURT,0.0
0121-SNYRK,1.0
1768-ZAIFU,90.0
4671-LXRDQ,56.00000000000001
3733-LSYCE,28.000000000000004
6265-FRMTQ,1.0
1934-SJVJK,52.0
3838-OZURD,99.0
1371-DWPAZ,2.0
9269-CQOOL,63.0
2017-CCBLH,2.0
7690-KPNCU,0.0
0536-BGFMZ,3.0
2293-IJWPS,1.0
2845-HSJCY,98.0
5469-NUJUR,2.0
1184-PJVDB,76.0
2625-TRCZQ,7.000000000000001
4102-HLENU,0.0
7266-GSSJX,25.0
7722-VJRQD,0.0
7073-QETQY,4.0
9415-DPEWS,61.0
5624-RYAMH,41.0
0196-JTUQI,65.0
7130-YXBRO,0.0
9272-LSVYH,39.0
7943-RQCHR,81.0
3793-MMFUH,68.0
3249-ZPQRG,63.0
2568-BRGYX,67.0
3084-DOWLE,0.0
1084-MNSMJ,0.0
7721-JXEAW,83.0
7249-WBIYX,85.0
4238-HFHSN,13.0
6250-CGGUN,10.0
5478-JJVZK,2.0
7596-IIWYC,1.0
6567-HOOPW,96.0
9793-WECQC,2.0
4291-HPAXL,31.0
8999-YPYBV,0.0
1839-FBNFR,2.0
3164-AALRN,49.0
3071-MVJCD,0.0
1697-BCSHV,1.0
0562-KBDVM,0.0
1131-SUEKT,0.0
3717-OEAUQ,52.0
4538-WNTMJ,3.0
3334-CTHOL,65.0
4704-ERYFC,50.0
9432-RUVSL,0.0
8060-HIWJJ,0.0
7684-XSZIY,1.0
9089-UOWJG,18.0
8621-MNIHH,88.0
8039-ACLPL,0.0
9885-AIBVB,18.0
1934-MKPXS,1.0
2592-YKDIF,47.0
2272-JKMSI,0.0
0471-LVHGK,95.0
9518-RWHZL,97.0
8714-CTZJW,80.0
3569-EDBPQ,34.0
3131-NWVFJ,3.0
7521-YXVZY,20.0
5419-CONWX,81.0
6240-EURKS,49.0
2373-NTKOD,25.0
1970-KKFWL,3.0
6960-HVYXR,94.0
9337-SRRNI,1.0
0895-UADGO,2.0
5678-VFNEQ,0.0
5977-CKHON,31.0
7024-OHCCK,93.0
2692-BUCFV,2.0
7861-UVUFT,99.0
1830-GGFNM,0.0
5302-BDJNT,3.0
5223-UZAVK,0.0
4859-ZSRDZ,0.0
5651-WYIPH,25.0
9350-VLHMB,1.0
3498-LZGQZ,1.0
8785-CJSHH,1.0
5357-TZHPP,80.0
3870-SPZSI,0.0
0680-DFNNY,54.0
7560-QRBXH,2.0
7077-XJMET,27.0
8752-GHJFU,0.0
6896-SRVYQ,21.0
7767-UXAGJ,62.0
4652-ODEVH,1.0
6510-UPNKS,6.0
6718-BDGHG,6.0
9046-DQMTP,7.000000000000001
6439-LAJXL,7.000000000000001
1571-SAVHK,99.0
9052-VKDUW,0.0
9546-CQJSU,91.0
1666-JZPZT,7.000000000000001
5777-KJIRB,2.0
0506-LVNGN,73.0
7677-SJJJK,7.000000000000001
2480-EJWYP,1.0
3253-HKOKL,31.0
7055-HNEOJ,69.0
5514-YQENT,0.0
3211-AAPKX,18.0
8445-DNBAE,64.0
2951-QOQTK,82.0
2958-NHPPS,7.000000000000001
6806-YDEUL,30.0
1735-XMJVH,30.0
6890-PFRQX,68.0
0222-CNVPT,3.0
5899-OUVKV,2.0
8681-ICONS,12.0
1621-YNCJH,9.0
3473-XIIIT,99.0
6362-QHAFM,1.0
7893-IXHRQ,56.99999999999999
3070-BDOQC,0.0
2952-QAYZF,99.0
6234-PFPXL,7.000000000000001
9824-QCJPK,1.0
4763-PGDPO,66.0
4283-IVYCI,9.0
1866-OBPNR,78.0
8205-MQUGY,31.0
8970-ANWXO,8.0
9480-BQJEI,0.0
5394-SVGJV,60.0
6979-TNDEU,13.0
9777-WJJPR,6.0
9283-LZQOH,70.0
7079-QRCBC,99.0
9495-SKLKD,54.0
6048-UWKAL,0.0
5067-DGXLL,12.0
5469-CTCWN,98.0
9851-QXEEQ,99.0
6281-FKEWS,3.0
8898-KASCD,1.0
9242-TKFSV,0.0
9290-SHCMB,26.0
0743-HNPFG,1.0
2277-BKJKN,0.0
9809-IMGCQ,98.0
5208-HFSBT,68.0
5035-PGZXH,1.0
8695-WDYEA,39.0
6543-JXSOO,2.0
8016-ZMGMO,1.0
8605-ITULD,28.000000000000004
3254-YRILK,94.0
6416-YJTTB,18.0
2667-WYLWJ,16.0
4472-VESGY,4.0
3195-TQDZX,26.0
3128-YOVTD,4.0
0529-ONKER,68.0
1728-CXQBE,0.0
7041-TXQJH,9.0
5014-GSOUQ,2.0
5724-BIDBU,8.0
0481-SUMCB,1.0
1769-GRUIK,42.0
5240-IJOQT,84.0
8819-WFGGJ,0.0
7427-AUFPY,4.0
2811-POVEX,5.0
1092-GANHU,26.0
7898-PDWQE,0.0
9972-EWRJS,1.0
9314-IJWSQ,68.0
0661-XEYAN,86.0
5799-JRCZO,1.0
1921-KYSAY,3.0
6198-RTPMF,23.0
2924-KHUVI,1.0
1925-GMVBW,15.0
7881-EVUAD,71.0
6184-DYUOB,32.0
9207-ZPANB,1.0
5766-XQXMQ,94.0
9327-QSDED,26.0
1656-DRSMG,0.0
3012-VFFMN,18.0
2984-AFWNC,42.0
0640-YJTPY,0.0
8096-LOIST,28.999999999999996
9764-REAFF,2.0
3703-VAVCL,80.0
7107-UBYKY,12.0
4881-GQJTW,9.0
8519-QJGJD,21.0
7876-DNYAP,0.0
7905-NJMXS,7.000000000000001
2882-WDTBA,0.0
2091-GPPIQ,0.0
6326-MTTXK,72.0
5071-FBJFS,36.0
2796-UUZZO,3.0
2429-AYKKO,0.0
9798-OPFEM,5.0
0330-IVZHA,66.0
3794-NFNCH,4.0
5193-QLVZB,0.0
7114-AEOZE,2.0
2886-KEFUM,98.0
5522-NYKPB,28.000000000000004
4237-RLAQD,70.0
9957-YODKZ,84.0
6518-KZXCB,1.0
2245-ADZFJ,1.0
7776-QGYJC,27.0
9313-QOLTZ,2.0
9651-GTSAQ,98.0
3186-BAXNB,80.0
4672-FOTSD,20.0
0637-YLETY,97.0
9818-XQCUV,10.0
7338-ERIVA,1.0
1157-BQCUW,81.0
8259-NFJTV,27.0
3223-DWFIO,60.0
2660-EMUBI,99.0
6968-GMKPR,32.0
4751-ERMAN,0.0
1436-ZMJAN,21.0
3292-PBZEJ,50.0
0799-DDIHE,42.0
3070-FNFZQ,1.0
2812-SFXMJ,54.0
7675-OZCZG,71.0
5014-WUQMG,0.0
5312-TSZVC,2.0
2003-CKLOR,99.0
0993-OSGPT,1.0
9254-RBFON,84.0
1205-WNWPJ,21.0
9391-EOYLI,70.0
7108-DGVUU,4.0
2782-JEEBU,10.0
5127-BZENZ,4.0
2720-FVBQP,55.00000000000001
9906-NHHVC,0.0
4522-XRWWI,2.0
3766-EJLFL,0.0
5939-SXWHM,1.0
8152-UOBNY,1.0
7351-KYHQH,10.0
7643-RCHXS,1.0
8246-SHFGA,16.0
8387-MOJJT,60.0
0620-XEFWH,12.0
6485-QXWWE,0.0
2761-OCIAX,73.0
7321-VGNKU,74.0
5327-CNLUQ,0.0
7552-KEYGT,1.0
5816-JMLGY,0.0
3068-OMWZA,94.0
2927-QRRQV,1.0
6032-KRXXO,98.0
7459-RRWQZ,96.0
6265-SXWBU,0.0
7941-RCJOW,1.0
6374-NTQLP,0.0
4154-AQUGT,97.0
2387-KDZQY,2.0
3584-WKTTW,46.0
3399-BMLVW,1.0
1971-DTCZB,0.0
3092-IGHWF,95.0
3374-PZLXD,7.000000000000001
3813-DHBBB,0.0
2812-REYAT,3.0
6518-PPLMZ,6.0
4939-KYYPY,6.0
8017-LXHFA,96.0
5930-GBIWP,0.0
6022-KOUQO,67.0
6352-TWCAU,73.0
2361-UPSND,1.0
6035-RIIOM,33.0
2929-QNSRW,95.0
1262-OPMFY,64.0
9504-DSHWM,13.0
5035-BVCXS,50.0
6267-DCFFZ,13.0
3533-UVMOM,53.0
2439-LYPMQ,1.0
4248-QPAVC,90.0
1899-VXWXM,84.0
1478-VPOAD,53.0
9995-HOTOH,0.0
2988-PLAHS,31.0
1371-OJCEK,6.0
4999-IEZLT,1.0
8883-ANODQ,1.0
4690-LLKUA,46.0
2351-RRBUE,7.000000000000001
5980-BDHPY,0.0
1498-DQNRX,5.0
9469-WEJBT,3.0
3331-HQDTW,99.0
9490-DFPMD,75.0
2581-VKIRT,0.0
5442-XSDCW,63.0
7426-WEIJX,17.0
2851-MMUTZ,6.0
3049-NDXFL,91.0
8580-AECUZ,95.0
3307-TLCUD,11.0
6625-FLENO,1.0
2967-MXRAV,20.0
7963-GQRMY,53.0
8189-HBVRW,1.0
4163-KIUHY,14.000000000000002
1228-FZFRV,98.0
3500-NSDOA,0.0
1171-TYKUR,14.000000000000002
3761-FLYZI,0.0
2058-DCJBE,65.0
5364-XYIRR,94.0
4829-AUOAX,95.0
1219-NNDDO,73.0
8388-DMKAE,1.0
4403-BWPAY,6.0
9659-QEQSY,0.0
5405-ZMYXQ,75.0
5047-LHVLY,84.0
1442-OKRJE,0.0
4737-AQCPU,0.0
9158-VCTQB,99.0
2808-CHTDM,1.0
6311-UEUME,63.0
0793-TWELN,42.0
3283-WCWXT,2.0
1060-ENTOF,0.0
0999-QXNSA,28.000000000000004
5451-MHQOF,4.0
4836-WNFNO,0.0
9225-BZLNZ,0.0
0354-VXMJC,1.0
4422-QVIJA,6.0
9365-SRSZE,45.0
6839-ITVZJ,24.0
8332-OSJDW,5.0
4735-BJKOU,1.0
0274-JKUJR,9.0
5740-YHGTW,0.0
8917-SZTTJ,1.0
1696-MZVAU,6.0
7359-WWYJV,0.0
0375-HVGXO,86.0
4906-ZHGPK,4.0
8593-WHYHV,86.0
3795-GWTRD,0.0
1298-PHBTI,1.0
6223-DHJGV,2.0
6961-MJKBO,2.0
6097-EQISJ,97.0
4423-YLHDV,98.0
8158-WPEZG,37.0
0107-YHINA,99.0
4918-FYJNT,2.0
0727-BNRLG,0.0
4854-CIDCF,66.0
8640-SDGKB,59.0
3280-MRDOF,1.0
6435-SRWBJ,80.0
9964-WBQDJ,0.0
6303-KFWSL,5.0
1702-CCFNJ,2.0
8932-CZHRQ,0.0
0386-CWRGM,2.0
5515-RUGKN,31.0
0404-AHASP,0.0
7279-NMVJC,4.0
2081-VEYEH,45.0
6407-UTSLV,85.0
4116-TZAQJ,40.0
9060-HJJRW,1.0
2587-YNLES,1.0
7398-SKNQZ,78.0
5935-FCCNB,46.0
1958-RNRKS,15.0
5136-RGMZO,7.000000000000001
8345-MVDYC,0.0
8226-BXGES,0.0
3877-JRJIP,71.0
8375-DKEBR,94.0
9705-IOVQQ,84.0
1015-OWJKI,34.0
7511-YMXVQ,70.0
2040-XBAVJ,0.0
7551-JOHTI,17.0
8887-IPQNC,34.0
8646-JCOMS,0.0
9804-ICWBG,93.0
1222-KJNZD,7.000000000000001
0106-GHRQR,9.0
5318-IXUZF,83.0
3768-VHXQO,0.0
8952-WCVCD,0.0
2418-TPEUN,4.0
3963-RYFNS,0.0
3198-VELRD,88.0
8540-ZQGEA,3.0
1320-REHCS,1.0
4137-JOPHL,0.0
9436-ZBZCT,59.0
7801-CEDNV,3.0
2057-BOYKM,0.0
3658-QQJYD,1.0
1803-BGNBD,95.0
0134-XWXCE,2.0
6950-TWMYB,1.0
5848-FHRFC,0.0
2243-FNMMI,5.0
2511-MORQY,3.0
5356-KZCKT,6.0
9470-XCCEM,5.0
6519-CFDBX,78.0
3902-MIVLE,0.0
0409-WTMPL,0.0
8763-KIAFH,1.0
3669-WHAFY,0.0
3055-VTCGS,3.0
3144-KMTWZ,12.0
7279-BUYWN,97.0
7156-MHUGY,61.0
7198-GLXTC,84.0
2007-QVGAW,1.0
5207-PLSTK,46.0
2307-FYNNL,0.0
5605-XNWEN,0.0
2155-AMQRX,15.0
6181-AXXYF,0.0
5091-HFAZW,56.00000000000001
0516-VRYBW,6.0
2519-LBNQL,0.0
8623-ULFNQ,15.0
8380-PEFPE,81.0
5687-DKDTV,16.0
1568-LJSZU,0.0
7530-HDYDS,97.0
7789-HKSBS,1.0
7416-CKTEP,3.0
2586-CWXVV,11.0
3096-IZETN,51.0
2348-KCJLT,1.0
8401-EMUWF,1.0
4193-IBKSW,0.0
5377-NDTOU,0.0
5922-ABDVO,57.99999999999999
2474-LCNUE,13.0
0839-QNXME,1.0
3506-OVLKD,5.0
9172-ANCRX,99.0
6650-VJONK,62.0
2178-PMGCJ,22.0
7492-TAFJD,2.0
2773-MADBQ,0.0
6016-LVTJQ,6.0
7860-KSUGX,0.0
8966-KZXXA,3.0
6910-HADCM,94.0
4816-LXZYW,66.0
9606-PBKBQ,79.0
5149-QYTTU,0.0
2070-XYMFH,17.0
2085-BOJKI,4.0
0817-HSUSE,60.0
5442-PPTJY,2.0
1927-QEWMY,0.0
1663-MHLHE,20.0
5663-QBGIS,0.0
4450-MDZFX,3.0
6701-DHKWQ,16.0
7554-AKDQF,36.0
3536-IQCTX,70.0
4911-BANWH,68.0
8496-EJAUI,43.0
0794-YVSGE,0.0
5423-BHIXO,14.000000000000002
6908-VVYHM,1.0
2959-EEXWB,3.0
1839-UMACK,12.0
3030-YDNRM,68.0
7321-KKSDU,2.0
3402-XRIUO,7.000000000000001
3132-TVFDZ,91.0
8286-AFUYI,47.0
8080-DDEMJ,72.0
8356-WUAOJ,81.0
6365-MTGZX,93.0
1349-WXNGG,51.0
8058-DMYRU,2.0
9350-ZXYJC,7.000000000000001
6990-YNRIO,97.0
8958-JPTRR,22.0
6959-GQEGV,3.0
3173-WSSUE,0.0
1265-HVPZB,0.0
4115-UMJFQ,1.0
7369-TRPFD,2.0
1098-KFQEC,2.0
7190-XHTWJ,1.0
0621-TWIEM,56.00000000000001
3537-RYBHH,3.0
2485-ITVKB,88.0
3669-OYSJI,63.0
1612-EOHDH,68.0
6702-OHFWR,91.0
5296-BFCYD,1.0
4510-PYUSH,94.0
9359-JANWS,0.0
7517-SAWMO,54.0
4143-HHPMK,99.0
3279-DYZQM,0.0
7054-LGEQW,64.0
0523-VNGTF,6.0
9575-IWCAZ,6.0
7105-MXJLL,2.0
7064-FRRSW,1.0
7940-UQQUG,3.0
0923-PNFUB,34.0
3961-SXAXY,56.99999999999999
7010-BRBUU,2.0
3566-HJGPK,70.0
3062-ICYZQ,0.0
9938-PRCVK,1.0
0973-KYVNF,0.0
5129-HHMZC,0.0
9637-CDTKZ,0.0
3946-JEWRQ,70.0
7873-CVMAW,0.0
0463-WZZKO,15.0
3494-JCHRQ,85.0
6474-FVJLC,91.0
4524-QCSSM,18.0
5832-EXGTT,3.0
8840-DQLGN,95.0
2039-JONDJ,2.0
7217-JYHOQ,15.0
6695-FRVEC,0.0
4547-LYTDD,55.00000000000001
9894-QMIMJ,2.0
8069-YQQAJ,19.0
6770-XUAGN,74.0
4193-ORFCL,73.0
1636-NTNCO,59.0
3466-WAESX,13.0
9281-PKKZE,12.0
3638-VBZTA,0.0
7459-IMVYU,21.0
7776-QWNFX,11.0
6689-TCZHQ,75.0
8563-OYMQY,14.000000000000002
0754-EEBDC,2.0
5777-ZPQNC,4.0
1951-IEYXM,0.0
3318-NMQXL,57.99999999999999
3143-ILDAL,96.0
1022-RKXDR,3.0
2361-FJWNO,2.0
2272-UOINI,19.0
8232-UTFOZ,0.0
3750-YHRYO,5.0
6637-KYRCV,50.0
5668-MEISB,0.0
0129-QMPDR,3.0
7188-CBBBA,1.0
5356-CSVSQ,51.0
3221-CJMSG,9.0
4720-VSTSI,95.0
3219-JQRSL,0.0
2801-NISEI,18.0
3946-MHCZW,70.0
4623-ZKHLY,8.0
6732-VAILE,0.0
8201-AAXCB,20.0
7696-CFTAT,2.0
1845-CSBRZ,41.0
2123-VSCOT,0.0
6651-AZVTJ,79.0
4566-GOLUK,98.0
2484-DGXPZ,31.0
2018-QKYGT,91.0
2792-VPPET,26.0
7409-JURKQ,0.0
3247-MHJKM,52.0
1964-SVLEA,2.0
4587-NUKOX,35.0
7297-DVYGA,4.0
2239-CGBUZ,1.0
0854-UYHZD,2.0
7243-LCGGZ,37.0
8267-KFGYD,53.0
4890-VMUAV,0.0
9261-WDCAF,53.0
3764-MNMOI,1.0
7442-YGZFK,60.0
0420-BWTPW,37.0
8229-BUJHX,0.0
7449-HVPIV,2.0
5504-WSIUR,0.0
8183-ONMXC,80.0
8466-PZBLH,0.0
9614-RMGHA,99.0
8735-IJJEG,17.0
0564-MUUQK,8.0
5054-IEXZT,83.0
5834-ASPWA,88.0
0701-RFGFI,2.0
0019-EFAEP,0.0
5619-PTMIK,8.0
3737-XBQDD,15.0
5882-CMAZQ,39.0
5846-QFDFI,8.0
4445-KWOKW,2.0
3511-APPBJ,1.0
7967-HYCDE,45.0
2430-RRYUW,28.999999999999996
3948-XHGNA,26.0
3723-BFBGR,11.0
0565-IYCGT,85.0
5447-WZAFP,0.0
5110-CHOPY,3.0
5445-UTODQ,77.0
4425-OWHWB,3.0
7892-QVYKW,48.0
9675-ICXCT,0.0
1024-VRZHF,77.0
4703-MQYKT,2.0
9497-QCMMS,99.0
5692-ICXLW,10.0
0602-DDUML,0.0
2208-MPXIO,1.0
1960-UYCNN,56.99999999999999
0348-SDKOL,96.0
3190-FZATL,13.0
7336-RLLRH,1.0
4373-MAVJG,97.0
8901-HJXTF,43.0
7710-JSYOA,0.0
5419-KLXBN,11.0
3424-NMNBO,99.0
9885-MFVSU,1.0
4514-GFCFI,75.0
0607-MVMGC,1.0
3365-SAIGS,47.0
9828-AOQLM,80.0
8022-BECSI,1.0
8000-REIQB,94.0
9993-LHIEB,0.0
0266-CLZKZ,0.0
7615-ESMYF,69.0
3858-VOBET,65.0
7020-OZKXZ,38.0
3977-QCRSL,14.000000000000002
0017-DINOC,2.0
1447-PJGGA,84.0
8565-CLBZW,98.0
9139-WQQDY,83.0
0224-HJAPT,70.0
8086-OVPWV,86.0
9430-FRQOC,84.0
7639-OPLNG,0.0
3074-GQWYX,79.0
1492-QGCLU,2.0
6845-RGTYS,99.0
7328-OWMOM,1.0
4418-LZMSV,5.0
5155-AZQPB,6.0
8861-HGGKB,75.0
1087-GRUYI,1.0
7065-YUNRY,72.0
7694-VLBWQ,99.0
2546-KZAAT,0.0
0181-RITDD,0.0
5989-PGKJB,42.0
4795-KTRTH,80.0
8272-ONJLV,7.000000000000001
1488-PBLJN,0.0
0308-GIQJT,0.0
3778-FOAQW,1.0
4452-ROHMO,2.0
6481-OGDOO,92.0
3090-LETTY,19.0
5349-AZPEW,45.0
3753-TSEMP,97.0
8305-VHZBZ,57.99999999999999
9720-JJJOR,2.0
8100-HZZLJ,2.0
8775-ERLNB,75.0
8309-IEYJD,87.0
9172-JITSM,95.0
6298-QDFNH,82.0
7398-HPYZQ,0.0
3546-GHEAE,2.0
7361-YPXFS,2.0
6557-BZXLQ,43.0
2550-QHZGP,7.000000000000001
7519-JTWQH,36.0
2538-OIMXF,60.0
8543-MSDMF,30.0
9961-JBNMK,96.0
1170-SASML,3.0
4872-JCVCA,0.0
5346-BZCHP,1.0
2038-LLMLM,74.0
6173-ITPWD,91.0
9734-UYXQI,70.0
1216-BGTSP,1.0
4138-NAXED,11.0
2189-UXTKY,95.0
0744-BIKKF,0.0
7483-IQWIB,64.0
5248-KWLAR,0.0
4958-GZWIY,68.0
7996-MHXLW,1.0
7833-PKIHD,1.0
7061-OVMIM,2.0
5153-RTHKF,69.0
1852-QSWCD,0.0
4832-VRBMR,0.0
9079-LWTFD,1.0
6356-ELRKD,86.0
8624-GIOUT,97.0
3392-EHMNK,0.0
5986-WWXDV,2.0
3061-BCKYI,13.0
6179-GJPSO,98.0
7901-TBKJX,2.0
7228-PAQPD,11.0
3177-LASXD,80.0
7746-QYVCO,4.0
5804-HYIEZ,0.0
9919-FZDED,0.0
5934-TSSAU,18.0
3486-KHMLI,3.0
4897-QSUYC,56.00000000000001
1084-UQCHV,91.0
8290-YWKHZ,99.0
2955-BJZHG,54.0
3806-DXQOM,97.0
6784-XYJAE,4.0
3933-DQPWX,1.0
6661-EIPZC,12.0
8957-THMOA,3.0
2251-PYLPB,0.0
5555-RNPGT,14.000000000000002
1057-FOGLZ,6.0
9300-RENDD,93.0
0761-AETCS,31.0
8087-LGYHQ,54.0
4137-BTIKL,53.0
2190-BCXEC,43.0
6227-FBDXH,0.0
2153-MREFK,96.0
2911-WDXMV,18.0
7206-PQBBZ,60.0
3106-ULWFW,85.0
0925-VYDLG,75.0
4547-FZJWE,2.0
7422-WNBTY,2.0
0842-IWYCP,6.0
